Iteration	Posterior	Likelihood	Prior	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
15530	-4270.196	-4285.92	15.72347	0.124441	0.201488	0.176025	0.192308	0.145473	0.119936	0.0789163	0.126656	0.060942	0.0458961	0.0387698	0.0387364	0.0442313	0.22258	0.238522	0.147031	0.0575405	0.301538	0.0327882	0.266664	0.262695	0.170711	0.299929	1.39382
15540	-4269.615	-4284.951	15.33554	0.111548	0.183566	0.226119	0.200791	0.145714	0.11144	0.107818	0.130465	0.0665535	0.0245674	0.0359692	0.0377979	0.0502624	0.209447	0.265717	0.127036	0.0644229	0.307905	0.0254728	0.260828	0.287946	0.175603	0.275622	1.432613
15550	-4271.663	-4286.624	14.96142	0.111548	0.158159	0.266597	0.180753	0.130332	0.119529	0.0943796	0.1273	0.0853612	0.0301544	0.0214674	0.0464812	0.097963	0.217497	0.246875	0.129028	0.056858	0.325385	0.0243562	0.255593	0.273863	0.178788	0.291755	1.470026
15560	-4277.862	-4293.61	15.74742	0.0887229	0.144056	0.221915	0.20293	0.136119	0.126362	0.0873712	0.13612	0.0755573	0.051034	0.0299958	0.0436854	0.0475557	0.236199	0.222055	0.14734	0.0419046	0.326941	0.0255608	0.265222	0.256502	0.190285	0.287991	1.391425
15570	-4278.233	-4293.181	14.94778	0.138178	0.186651	0.209652	0.168546	0.124187	0.165817	0.117882	0.136129	0.0411119	0.0286627	0.0596615	0.0284306	0.066479	0.236645	0.230205	0.119625	0.04496	0.345931	0.0226342	0.265499	0.260008	0.187269	0.287224	1.471389
15580	-4280.022	-4295.412	15.38993	0.101661	0.202044	0.199437	0.214664	0.122667	0.127768	0.0593469	0.128337	0.073552	0.0573335	0.0662014	0.0081915	0.0659731	0.22461	0.237465	0.127506	0.0654654	0.328018	0.0169361	0.272324	0.287349	0.16198	0.278347	1.427175
15590	-4272.955	-4288.651	15.69616	0.108291	0.183396	0.202977	0.222268	0.123378	0.106804	0.094158	0.0911225	0.085949	0.0524747	0.0424649	0.0119677	0.0712998	0.179888	0.243948	0.15943	0.0336036	0.336973	0.046157	0.264256	0.271268	0.189853	0.274624	1.396551
15600	-4271.599	-4286.863	15.26474	0.0792358	0.199181	0.194954	0.229239	0.133253	0.124657	0.109957	0.129317	0.0439233	0.0548515	0.0356853	0.0341394	0.0712998	0.189727	0.24916	0.159798	0.0667943	0.303643	0.0308767	0.268325	0.279035	0.163614	0.289027	1.439693
15610	-4280.563	-4295.939	15.37593	0.138261	0.177702	0.291882	0.188842	0.102905	0.0896421	0.107391	0.105658	0.0784072	0.0631814	0.0192094	0.0278568	0.0376361	0.186158	0.258893	0.141604	0.0520193	0.308	0.0533262	0.277607	0.26866	0.178717	0.275015	1.428574
15620	-4273.453	-4288.13	14.67643	0.0938855	0.215328	0.201898	0.247329	0.138	0.155223	0.102992	0.11518	0.0586482	0.01454	0.0307438	0.0511562	0.0735998	0.200768	0.255083	0.132496	0.0542363	0.315723	0.0416947	0.260195	0.301337	0.165421	0.273046	1.498524
15630	-4277.155	-4291.996	14.84158	0.0880386	0.163555	0.180751	0.255303	0.127382	0.1286	0.0951667	0.15898	0.0856481	0.0393674	0.065698	0.0406537	0.0528656	0.211361	0.272253	0.130411	0.0360038	0.310484	0.0394862	0.25556	0.266537	0.178493	0.29941	1.48201
15640	-4272.125	-4287.303	15.17807	0.114223	0.211094	0.210877	0.160257	0.125042	0.126727	0.117289	0.12321	0.0516282	0.0332905	0.0419699	0.040893	0.0918576	0.17995	0.277077	0.142615	0.0430482	0.319426	0.0378836	0.276015	0.283158	0.168492	0.272335	1.44836
15650	-4272.618	-4287.302	14.68412	0.0945511	0.248526	0.251699	0.197222	0.142234	0.10047	0.0840322	0.121847	0.0884721	0.0380254	0.0342229	0.0288035	0.0676508	0.190644	0.283959	0.111234	0.0543685	0.324178	0.0356168	0.273177	0.279676	0.16614	0.281006	1.497755
15660	-4275.379	-4291.103	15.72348	0.121	0.177989	0.17762	0.164031	0.169756	0.125493	0.0716427	0.135963	0.0597604	0.077759	0.0377425	0.0242128	0.0508496	0.227763	0.213747	0.132891	0.0402492	0.341527	0.0438228	0.279856	0.266337	0.182753	0.271055	1.393819
15670	-4273.283	-4287.843	14.56036	0.116385	0.198172	0.206619	0.22877	0.129713	0.146689	0.0998411	0.124883	0.0552722	0.0446682	0.0462888	0.0370849	0.0757445	0.19203	0.260493	0.123331	0.0674473	0.307374	0.0493237	0.266365	0.261808	0.174346	0.297482	1.510131
15680	-4273.701	-4288.362	14.66176	0.114547	0.221694	0.250265	0.169523	0.155299	0.11332	0.0949687	0.134273	0.0720875	0.0721932	0.0131145	0.0184443	0.0702628	0.222457	0.237169	0.148905	0.0635873	0.313944	0.0139382	0.27016	0.26564	0.175853	0.288347	1.499991
15690	-4266.986	-4282.133	15.14666	0.114184	0.204844	0.244793	0.157902	0.152516	0.126938	0.089913	0.146696	0.0544974	0.0469942	0.0262183	0.0254572	0.0605471	0.200537	0.261089	0.140938	0.0478559	0.316556	0.0330241	0.270837	0.266865	0.17868	0.283619	1.451501
15700	-4276.752	-4292.974	16.22288	0.0926556	0.161755	0.181847	0.192936	0.131241	0.107059	0.106712	0.124094	0.094091	0.0469942	0.0183709	0.0426878	0.043435	0.220141	0.277457	0.154489	0.061057	0.264298	0.0225585	0.247355	0.293151	0.166518	0.292976	1.343879
15710	-4268.709	-4284.552	15.84298	0.0993554	0.183141	0.192804	0.205927	0.15448	0.110221	0.0783999	0.128286	0.0569404	0.0648798	0.022208	0.0215698	0.0636567	0.212451	0.261841	0.114883	0.0683563	0.302817	0.0396518	0.27276	0.258722	0.166831	0.301686	1.381869
15720	-4270.882	-4285.531	14.64937	0.0993554	0.186477	0.231997	0.212252	0.150672	0.118272	0.0997145	0.131013	0.069549	0.0596038	0.0422503	0.0511377	0.0489359	0.18449	0.227888	0.150512	0.0571002	0.350822	0.0291878	0.273541	0.291234	0.162687	0.272538	1.50123
15730	-4273.624	-4288.631	15.00783	0.0810911	0.219587	0.204442	0.212849	0.152234	0.146698	0.0876553	0.11029	0.0629665	0.0588917	0.0422503	0.0192824	0.0671465	0.202058	0.246554	0.146823	0.0487778	0.325757	0.030031	0.288313	0.285463	0.163596	0.262628	1.465384
15740	-4269.114	-4284.046	14.93174	0.0937184	0.201497	0.21966	0.223978	0.1581	0.130567	0.0939806	0.131302	0.0560263	0.0202071	0.0468916	0.0395194	0.0575466	0.204849	0.269613	0.149709	0.0499833	0.298889	0.0269561	0.266332	0.283654	0.1604	0.289613	1.472993
15750	-4277.626	-4293.474	15.84764	0.0922282	0.214321	0.215091	0.18191	0.110814	0.108867	0.063024	0.151283	0.077512	0.0320628	0.0340379	0.0217694	0.0784822	0.22922	0.242401	0.142463	0.0359817	0.320851	0.0290822	0.247032	0.263099	0.206889	0.282979	1.381403
15760	-4277.764	-4292.389	14.62548	0.115292	0.208413	0.251235	0.171875	0.150609	0.12788	0.115531	0.180516	0.0301148	0.0551707	0.0144715	0.0378293	0.0446823	0.238131	0.232822	0.136356	0.0431704	0.310473	0.0390475	0.264113	0.275889	0.168913	0.291085	1.50362
15770	-4279.247	-4294.217	14.97063	0.110942	0.218372	0.224397	0.22088	0.16911	0.123555	0.062055	0.118882	0.0430487	0.0233049	0.0393136	0.0245817	0.090663	0.213741	0.283295	0.138838	0.0375523	0.289859	0.0367148	0.263673	0.279761	0.153999	0.302567	1.469104
15780	-4275.448	-4290.671	15.2229	0.133127	0.145703	0.242501	0.194715	0.125332	0.113756	0.0844919	0.134909	0.0664836	0.0556403	0.0121905	0.0443654	0.090663	0.189468	0.254656	0.136735	0.0502299	0.328876	0.0400348	0.25638	0.305914	0.164948	0.272758	1.443877
15790	-4276.378	-4291.805	15.42615	0.0969767	0.209047	0.25103	0.18289	0.110689	0.113756	0.0965911	0.12027	0.0606591	0.0523386	0.0227314	0.0440985	0.0624759	0.174277	0.273121	0.137829	0.0356593	0.331295	0.0478184	0.290489	0.294214	0.163434	0.251864	1.423553
15800	-4273.1	-4287.832	14.73239	0.0937129	0.193854	0.239345	0.17806	0.15768	0.108857	0.0968748	0.142254	0.0858927	0.0491236	0.0389013	0.0440985	0.0642753	0.222888	0.231122	0.125582	0.0341413	0.352964	0.0333025	0.290103	0.253043	0.193075	0.26378	1.492929
15810	-4273.081	-4288.803	15.72231	0.089932	0.192606	0.197046	0.155474	0.154417	0.115221	0.0778622	0.146137	0.0927152	0.0163678	0.041087	0.0594792	0.0555931	0.188093	0.247246	0.147418	0.0402016	0.3257	0.0513412	0.283713	0.272597	0.168527	0.275163	1.393936
15820	-4265.197	-4280.913	15.71612	0.109933	0.18493	0.218734	0.185993	0.139083	0.11094	0.0930526	0.126601	0.0669436	0.0303285	0.0242639	0.0547801	0.0489731	0.19405	0.254881	0.128308	0.0608232	0.335758	0.0261808	0.275143	0.255852	0.181195	0.28781	1.394555
15830	-4273.269	-4288.14	14.87138	0.091048	0.214849	0.257121	0.17044	0.161883	0.119591	0.0851228	0.151864	0.0596183	0.0532461	0.0269742	0.0202633	0.0670089	0.200908	0.27635	0.134906	0.0457938	0.295499	0.0465429	0.25975	0.278008	0.162701	0.299541	1.47903
15840	-4278.864	-4294.124	15.26002	0.10821	0.228512	0.218987	0.15308	0.123735	0.107814	0.0932679	0.16382	0.0454013	0.0482029	0.0531322	0.0476879	0.0483154	0.223716	0.296733	0.122706	0.0580308	0.275963	0.0228516	0.250163	0.269943	0.159349	0.320546	1.440165
15850	-4276.417	-4292.117	15.69987	0.118504	0.189209	0.211325	0.199862	0.146135	0.0753708	0.100366	0.123556	0.0513079	0.00930939	0.0418105	0.0694773	0.0599463	0.237014	0.224159	0.111099	0.0688233	0.322141	0.0367639	0.27841	0.265601	0.161597	0.294391	1.39618
15860	-4273.293	-4288.816	15.52343	0.104461	0.225672	0.213951	0.199418	0.148172	0.119155	0.0786324	0.144764	0.0737693	0.0145184	0.017439	0.0295669	0.0443041	0.212926	0.223909	0.137717	0.0505561	0.317312	0.0575798	0.262099	0.267024	0.170881	0.299996	1.413825
15870	-4276.173	-4291.601	15.42844	0.1219	0.142886	0.198764	0.216225	0.159717	0.113321	0.0957888	0.113668	0.0795741	0.0313968	0.0296515	0.0453801	0.0750517	0.183537	0.217695	0.173968	0.0567604	0.318293	0.049747	0.284073	0.278897	0.188925	0.248105	1.423324
15880	-4274.366	-4290.751	16.38492	0.120288	0.165194	0.192145	0.184108	0.133393	0.132901	0.079635	0.118906	0.0718323	0.0179735	0.0194516	0.038525	0.0533221	0.211749	0.240534	0.119046	0.0297588	0.356366	0.0425454	0.267111	0.259819	0.202629	0.270441	1.327675
15890	-4273.209	-4289.142	15.93359	0.11719	0.169039	0.219745	0.159433	0.146412	0.106778	0.0857048	0.120173	0.0686488	0.0384763	0.019615	0.0633198	0.0582738	0.199831	0.238087	0.158202	0.0222141	0.348797	0.0328697	0.272927	0.271343	0.183603	0.272127	1.372809
15900	-4274.964	-4289.866	14.90225	0.13589	0.201222	0.245241	0.147195	0.139383	0.119883	0.10308	0.119084	0.084595	0.0448836	0.0357393	0.0332411	0.0665062	0.190407	0.233193	0.149946	0.0449056	0.354682	0.0268663	0.296767	0.27982	0.174896	0.248517	1.475942
15910	-4276.683	-4291.493	14.81034	0.1374	0.211736	0.283127	0.182128	0.146931	0.096479	0.0984652	0.125477	0.0822339	0.0309271	0.0136998	0.0320191	0.0445087	0.237301	0.238968	0.118039	0.0358417	0.329535	0.0403145	0.28567	0.258604	0.164459	0.291267	1.485133
15920	-4269.021	-4283.885	14.86369	0.11772	0.192879	0.25553	0.187344	0.161943	0.104364	0.0947949	0.133263	0.080931	0.0410439	0.0240494	0.0259136	0.060023	0.191846	0.234292	0.164534	0.0658477	0.306379	0.0371009	0.263525	0.280506	0.176824	0.279144	1.479798
15930	-4272.462	-4287.936	15.47352	0.105827	0.198974	0.213928	0.187133	0.131652	0.118588	0.0856038	0.105905	0.0690466	0.055162	0.065004	0.0191896	0.0628033	0.213375	0.238637	0.117861	0.0709012	0.321717	0.0375085	0.265504	0.262878	0.175676	0.295943	1.418815
15940	-4272.361	-4286.882	14.52163	0.117075	0.206541	0.263111	0.215826	0.167723	0.0982986	0.082344	0.116385	0.0637111	0.0419087	0.065004	0.021983	0.054093	0.222689	0.222087	0.126672	0.0405038	0.357725	0.0303239	0.292557	0.267071	0.172737	0.267635	1.514004
15950	-4275.431	-4290.165	14.73408	0.142737	0.176149	0.207596	0.182696	0.167307	0.113418	0.0949813	0.145611	0.0716933	0.0465575	0.0666192	0.0302971	0.047095	0.221492	0.226397	0.141758	0.0584367	0.318868	0.0330472	0.283575	0.27696	0.146796	0.292669	1.492759
15960	-4272.442	-4288.34	15.89798	0.0932547	0.205211	0.227856	0.193032	0.108128	0.100597	0.0795528	0.137977	0.0618028	0.0355992	0.0497113	0.0156139	0.0680317	0.209351	0.240827	0.152663	0.0658788	0.318314	0.0129664	0.2679	0.272143	0.188065	0.271892	1.376369
15970	-4275.429	-4291.379	15.94969	0.0965258	0.145328	0.216197	0.181013	0.16773	0.113973	0.103787	0.131271	0.0754737	0.0366129	0.0267736	0.0389485	0.0375644	0.232027	0.242651	0.114427	0.0476312	0.339668	0.0235957	0.287232	0.265978	0.179881	0.266909	1.371198
15980	-4271.897	-4287.39	15.49329	0.13082	0.152878	0.240129	0.179705	0.13538	0.0849594	0.11563	0.12855	0.0846342	0.037268	0.0437022	0.0147755	0.0684059	0.20432	0.237545	0.124	0.0610365	0.330838	0.0422606	0.274732	0.268893	0.176041	0.280333	1.416838
15990	-4272.518	-4287.582	15.06414	0.118415	0.151834	0.204228	0.206087	0.160999	0.0995545	0.0929082	0.133087	0.083073	0.0810689	0.0239497	0.0138008	0.0907484	0.226492	0.237579	0.144936	0.0595934	0.308361	0.0230391	0.277045	0.254851	0.166848	0.301256	1.459753
16000	-4273.656	-4289.235	15.57919	0.109159	0.13919	0.251952	0.211929	0.145256	0.0805289	0.0941809	0.129547	0.0533298	0.0589824	0.0239707	0.0258513	0.0843707	0.215575	0.234947	0.117821	0.0397936	0.344307	0.0475558	0.264677	0.269143	0.171619	0.294562	1.408248
16010	-4277.868	-4292.643	14.77544	0.124038	0.156993	0.22672	0.211929	0.134543	0.11889	0.120808	0.163371	0.107226	0.0324847	0.0430647	0.00592111	0.0426357	0.219931	0.239164	0.146649	0.0431174	0.317874	0.0332648	0.270759	0.279082	0.172182	0.277976	1.488623
16020	-4274.615	-4289.477	14.86261	0.105037	0.191129	0.243951	0.172716	0.12666	0.109372	0.106683	0.13347	0.0725119	0.088215	0.0473575	0.0179867	0.0648174	0.170642	0.236072	0.137913	0.0533236	0.371906	0.0301442	0.280041	0.26421	0.176875	0.278874	1.479906
16030	-4275.229	-4289.198	13.9684	0.107428	0.237425	0.198369	0.187113	0.14889	0.107815	0.109219	0.167304	0.0906695	0.04742	0.0310491	0.0537447	0.0828825	0.220982	0.227901	0.142397	0.0509192	0.327156	0.0306445	0.272409	0.267614	0.180019	0.279958	1.569327
16040	-4270.352	-4285.282	14.92982	0.107428	0.204716	0.253618	0.234543	0.138151	0.104991	0.10458	0.124488	0.0653791	0.0453675	0.0363113	0.0181642	0.0354491	0.213862	0.251213	0.136304	0.0386522	0.341901	0.0180677	0.277333	0.272451	0.169024	0.281192	1.473185
16050	-4274.612	-4289.721	15.10882	0.104063	0.180741	0.196033	0.215677	0.142146	0.108051	0.087752	0.147376	0.0995944	0.051255	0.0274515	0.0404474	0.0546978	0.19037	0.245864	0.121332	0.0848515	0.3469	0.0106819	0.286694	0.26778	0.166936	0.27859	1.455286
16060	-4276.044	-4291.757	15.71304	0.0980205	0.191158	0.208342	0.179183	0.11587	0.136527	0.0739513	0.120012	0.0995944	0.0474234	0.0337191	0.0486234	0.0424396	0.204996	0.242758	0.13707	0.0904778	0.313362	0.0113364	0.275676	0.276311	0.165689	0.282323	1.394864
16070	-4276.329	-4290.623	14.29437	0.123557	0.184011	0.223543	0.258466	0.127843	0.143874	0.095879	0.146768	0.0613934	0.0262405	0.0338144	0.026166	0.0851749	0.188916	0.292405	0.126451	0.0514594	0.317398	0.0233707	0.279458	0.273229	0.16966	0.277653	1.53673
16080	-4279.417	-4293.279	13.8619	0.118917	0.216747	0.245295	0.236645	0.144276	0.127512	0.0810365	0.136163	0.0513841	0.06694	0.0545094	0.0465429	0.0540097	0.247899	0.250397	0.135166	0.0491308	0.300848	0.0165591	0.272269	0.274712	0.156867	0.296151	1.579977
16090	-4273.718	-4289.049	15.33097	0.0991366	0.210182	0.219358	0.196288	0.167806	0.111824	0.0982988	0.134779	0.0709293	0.0248018	0.0392011	0.0125503	0.0479134	0.217046	0.211252	0.120997	0.0630975	0.342086	0.0455204	0.27678	0.257139	0.197889	0.268192	1.43307
16100	-4271.213	-4286.481	15.26775	0.109811	0.206737	0.211287	0.211127	0.129382	0.128412	0.0846046	0.143314	0.0686118	0.0349846	0.0328755	0.0283258	0.0499189	0.182762	0.220413	0.142356	0.0476005	0.358673	0.0481954	0.280777	0.297984	0.168251	0.252988	1.439392
16110	-4273.753	-4288.909	15.15621	0.134729	0.169739	0.220453	0.206712	0.109322	0.115398	0.0985103	0.104429	0.0912527	0.0666626	0.0354923	0.0317145	0.0661325	0.208591	0.240033	0.132078	0.0399641	0.332776	0.046558	0.277635	0.283261	0.181779	0.257325	1.450546
16120	-4270.522	-4285.959	15.43665	0.0869676	0.195324	0.249027	0.176715	0.130043	0.124979	0.113128	0.134423	0.0389717	0.0476382	0.046789	0.0219988	0.0564963	0.225476	0.249244	0.132384	0.0610843	0.312114	0.0196983	0.276392	0.263673	0.177857	0.282078	1.422502
16130	-4272.508	-4287.751	15.24343	0.0870487	0.170987	0.234119	0.166346	0.160974	0.108963	0.119742	0.144217	0.0862868	0.0390064	0.0510396	0.0266782	0.0464163	0.19309	0.2469	0.131138	0.0534898	0.34652	0.0288615	0.303821	0.24981	0.175628	0.27074	1.441824
16140	-4274.831	-4290.353	15.5219	0.0915095	0.206101	0.227715	0.210727	0.152444	0.110046	0.107351	0.118747	0.052274	0.0290284	0.0575616	0.0320633	0.0184082	0.218667	0.243843	0.128771	0.0540956	0.326957	0.0276665	0.283135	0.254111	0.193084	0.26967	1.413977
16150	-4270.989	-4286.098	15.10881	0.094527	0.207006	0.182183	0.196883	0.123073	0.11098	0.112499	0.130512	0.0819458	0.0402574	0.0730699	0.0320633	0.0702856	0.198278	0.255526	0.116764	0.0537663	0.34957	0.026097	0.282027	0.271333	0.165013	0.281627	1.455287
16160	-4271.903	-4286.874	14.97076	0.135031	0.215641	0.256879	0.1845	0.131624	0.110301	0.0912952	0.119787	0.0741711	0.0199217	0.0368636	0.0351121	0.0579664	0.179676	0.287076	0.117303	0.0540301	0.309363	0.0525518	0.262747	0.279221	0.16841	0.289622	1.469092
16170	-4273.393	-4288.349	14.95581	0.108134	0.183975	0.245281	0.183883	0.153754	0.125511	0.0916156	0.192652	0.0681909	0.00944199	0.0454766	0.0212464	0.0414265	0.200412	0.259898	0.133577	0.0512212	0.31164	0.0432508	0.26239	0.274096	0.178043	0.285471	1.470586
16180	-4271.163	-4286.222	15.05878	0.113965	0.200055	0.228163	0.252645	0.126351	0.109071	0.108142	0.115467	0.0870582	0.0287816	0.0242743	0.027136	0.0391809	0.202969	0.241026	0.125918	0.0605165	0.325711	0.0438587	0.284697	0.272206	0.175193	0.267904	1.46029
16190	-4271.535	-4287.321	15.78633	0.104381	0.189218	0.219424	0.196449	0.116495	0.100671	0.123721	0.116011	0.0552247	0.0274318	0.0478868	0.0237697	0.0668501	0.193326	0.272559	0.128494	0.0394562	0.330375	0.0357902	0.248715	0.268568	0.182874	0.299843	1.387534
16200	-4267.551	-4283.347	15.79567	0.110429	0.194418	0.173741	0.180012	0.158011	0.120068	0.0978385	0.118972	0.0600526	0.0215042	0.0609955	0.0217215	0.0688384	0.20388	0.262328	0.134644	0.0513535	0.316581	0.0312137	0.262264	0.27537	0.170773	0.291592	1.386601
16210	-4270.757	-4285.616	14.85866	0.11798	0.22514	0.219468	0.181568	0.150881	0.110497	0.0876047	0.140879	0.063105	0.036085	0.0239592	0.0484173	0.0747168	0.204491	0.250314	0.122845	0.0543146	0.315038	0.0529978	0.265824	0.268538	0.163815	0.301824	1.480301
16220	-4278.891	-4294.635	15.74348	0.142883	0.154753	0.183454	0.16642	0.150881	0.138476	0.0709738	0.135269	0.0573661	0.0742277	0.0110563	0.0358748	0.0701833	0.230505	0.271982	0.130896	0.0399834	0.305472	0.0211619	0.268953	0.259313	0.166358	0.305376	1.391819
16230	-4272.913	-4287.67	14.75648	0.122465	0.171135	0.246591	0.186397	0.168718	0.119935	0.0754421	0.138774	0.0500803	0.0647591	0.0222318	0.0171896	0.106801	0.203621	0.23581	0.137156	0.0518455	0.342408	0.0291594	0.277931	0.278362	0.157911	0.285797	1.490519
16240	-4280.751	-4295.456	14.70472	0.154598	0.188457	0.188899	0.193494	0.128358	0.13419	0.111314	0.11831	0.0934716	0.0200685	0.0149948	0.0653651	0.0841745	0.203685	0.242214	0.140881	0.0511189	0.329183	0.0329187	0.280241	0.289684	0.155486	0.274589	1.495695
16250	-4281.195	-4296.635	15.43959	0.0787128	0.183507	0.23765	0.213232	0.164214	0.0959231	0.0744207	0.133528	0.038714	0.0236983	0.0458239	0.0741865	0.0585974	0.209805	0.235483	0.130306	0.027688	0.330377	0.0663412	0.263643	0.255747	0.185008	0.295602	1.422208
16260	-4270.462	-4285.139	14.67735	0.113262	0.20595	0.247759	0.194775	0.166283	0.102892	0.0987647	0.133365	0.0751904	0.0549694	0.0206011	0.0317553	0.0528653	0.190651	0.230908	0.119213	0.0733551	0.338146	0.0477282	0.300932	0.261323	0.163005	0.27474	1.498432
16270	-4273.437	-4288.036	14.59862	0.130223	0.19307	0.218283	0.241529	0.119519	0.120037	0.0822187	0.135574	0.0699271	0.0527021	0.0155824	0.0594575	0.0681822	0.199917	0.252155	0.159501	0.0381187	0.307668	0.0426398	0.274943	0.274777	0.171397	0.278883	1.506306
16280	-4275.837	-4290.895	15.05798	0.11913	0.216671	0.201658	0.233978	0.159323	0.0966458	0.0962522	0.137159	0.0784872	0.0561947	0.00551236	0.025734	0.0336241	0.209748	0.26866	0.113422	0.0640682	0.311133	0.0329689	0.269925	0.255682	0.164498	0.309894	1.460369
16290	-4274.65	-4289.637	14.98791	0.0927014	0.23603	0.206348	0.223047	0.131508	0.114925	0.11894	0.137715	0.0720483	0.0355177	0.0105392	0.04745	0.040607	0.191224	0.275389	0.158205	0.0511877	0.29467	0.0293245	0.247755	0.302564	0.160327	0.289355	1.467376
16300	-4276.783	-4291.636	14.85243	0.100814	0.189126	0.242302	0.218782	0.140232	0.140172	0.082763	0.143482	0.0474574	0.055387	0.0363613	0.0287512	0.0552946	0.220173	0.240724	0.154046	0.0320304	0.306768	0.0462578	0.260383	0.315591	0.167571	0.256455	1.480924
16310	-4272.039	-4287.907	15.86848	0.0904938	0.160439	0.211818	0.195109	0.138556	0.106232	0.0753012	0.115868	0.0806713	0.0345414	0.0210499	0.0765541	0.0726843	0.205565	0.257665	0.112888	0.0766819	0.315358	0.0318424	0.286616	0.273761	0.153235	0.286389	1.379319
16320	-4270.579	-4285.645	15.06564	0.0924309	0.193476	0.229621	0.193614	0.158315	0.131435	0.105063	0.123698	0.057501	0.0218872	0.00886179	0.0809765	0.0627242	0.214132	0.244418	0.123733	0.0553451	0.329278	0.0330932	0.286493	0.257995	0.161166	0.294346	1.459603
16330	-4270.936	-4286.106	15.16969	0.122971	0.205567	0.266547	0.18272	0.119938	0.101744	0.114359	0.0930163	0.0697419	0.0175583	0.0459371	0.0515355	0.0575631	0.19615	0.262932	0.125425	0.051298	0.32975	0.0344458	0.277161	0.2746	0.160609	0.287629	1.449198
16340	-4276.428	-4291.558	15.12953	0.0873813	0.157984	0.221299	0.198388	0.157864	0.120481	0.125637	0.135162	0.0697419	0.0349579	0.0348379	0.0430566	0.0664251	0.196542	0.265288	0.1341	0.0858087	0.299096	0.0191663	0.30539	0.25371	0.160751	0.280149	1.453215
16350	-4270.955	-4286.273	15.31838	0.112086	0.180497	0.223091	0.228287	0.155204	0.0965115	0.0722628	0.108123	0.0771902	0.0299172	0.0458602	0.0450172	0.0602825	0.203113	0.243972	0.140895	0.0448784	0.334983	0.032159	0.258645	0.25744	0.19574	0.288174	1.434329
16360	-4271.733	-4287.345	15.61204	0.116653	0.170153	0.225055	0.169919	0.171232	0.112396	0.0897874	0.114948	0.0675873	0.0350244	0.0342995	0.0199432	0.0779674	0.22739	0.246132	0.130295	0.0524055	0.30978	0.0339977	0.247392	0.258211	0.176144	0.318254	1.404964
16370	-4270.41	-4286.066	15.65593	0.107309	0.174483	0.23423	0.217329	0.136272	0.137459	0.0727945	0.104049	0.0583031	0.0191975	0.0564955	0.0335459	0.0491068	0.187699	0.245057	0.153512	0.0697033	0.310535	0.0334942	0.259605	0.274497	0.18108	0.284817	1.400574
16380	-4268.546	-4283.246	14.69939	0.106863	0.20728	0.207962	0.196411	0.154952	0.154648	0.0949646	0.145445	0.0732802	0.0332461	0.04835	0.0221063	0.05072	0.210406	0.257533	0.143406	0.0506469	0.302706	0.0353027	0.269733	0.274524	0.162183	0.29356	1.496228
16390	-4277.601	-4292.192	14.5908	0.101594	0.243255	0.217119	0.204124	0.108748	0.11367	0.107564	0.145445	0.118527	0.0157557	0.0511374	0.0306832	0.0494656	0.170493	0.252301	0.148481	0.0415059	0.338383	0.0488358	0.263412	0.280306	0.176153	0.280129	1.507087
16400	-4266.991	-4281.857	14.86639	0.0915088	0.196257	0.217119	0.204124	0.134092	0.131083	0.087178	0.147867	0.0808636	0.0386897	0.0565926	0.0333092	0.0608448	0.193636	0.255366	0.142585	0.0411209	0.324946	0.0423453	0.273385	0.278738	0.16275	0.285127	1.479528
16410	-4279.889	-4294.797	14.90812	0.100454	0.194233	0.198015	0.162009	0.160847	0.130623	0.113203	0.159082	0.0818566	0.0104606	0.0461374	0.040393	0.078042	0.246356	0.265757	0.14804	0.0312494	0.282523	0.0260737	0.266456	0.277824	0.182305	0.273415	1.475355
16420	-4274.519	-4289.227	14.70765	0.13756	0.185779	0.247473	0.182343	0.122979	0.126818	0.103893	0.121213	0.0957101	0.0122781	0.0335803	0.0627238	0.0630534	0.190666	0.262837	0.129472	0.0572621	0.328176	0.0315871	0.291079	0.29325	0.147071	0.2686	1.495403
16430	-4273.479	-4288.871	15.39251	0.109761	0.166463	0.255732	0.1928	0.155679	0.111638	0.0852114	0.120013	0.0787881	0.0328246	0.0279495	0.0271683	0.0628889	0.188048	0.250383	0.151615	0.0238737	0.348734	0.0373455	0.270682	0.286518	0.157782	0.285018	1.426916
16440	-4276.162	-4291.486	15.32395	0.0898106	0.172901	0.238084	0.16866	0.171919	0.133412	0.0999499	0.134383	0.0950623	0.0183767	0.0309367	0.0437915	0.036487	0.180887	0.252952	0.171255	0.0522	0.31345	0.0292561	0.265631	0.296529	0.165828	0.272013	1.433772
16450	-4279.046	-4293.873	14.82689	0.140916	0.17389	0.251294	0.20922	0.173513	0.105207	0.0799852	0.124655	0.0586238	0.0264294	0.0168242	0.0735946	0.0493258	0.224988	0.203285	0.115181	0.0565336	0.378456	0.0215566	0.296916	0.269381	0.173253	0.26045	1.483479
16460	-4269.314	-4284.316	15.00164	0.0882282	0.197813	0.229957	0.190941	0.160065	0.105212	0.0850504	0.130289	0.0810408	0.0254248	0.0167717	0.0739106	0.0813006	0.199207	0.248117	0.129912	0.0585272	0.335615	0.0286217	0.293807	0.26634	0.164202	0.275651	1.466003
